employee_id,name,nationality,department,job_title,salary,age,years_of_experience,performance_score,manager_rating,attrition,join_date
531,Robert Weaver,American,Operations,Coordinator,23228.28,22,20,4.72,1.83,0,2006-04-13
532,Matthew Lewis,Egyptian,Finance,Financial Analyst,28646.74,48,12,4.29,4.18,1,2013-07-10
533,Austin Davis,British,HR,HR Manager,9182.19,35,10,4.84,1.39,0,2015-08-22
534,Christine Blevins,Indian,Operations,Coordinator,21765.04,58,17,3.5,1.72,0,2008-10-22
535,Thomas Richardson,Jordanian,Management,Director,58842.02,49,12,4.53,1.67,1,2013-10-28
536,Samantha Archer,Bangladeshi,IT,IT Manager,49935.78,50,18,4.73,4.61,0,2007-12-08
537,Luis Stokes,Bangladeshi,Legal,Compliance Manager,24555.29,37,24,3.25,1.86,0,2002-01-14
538,Pamela Martin,Emirati,Customer Service,CS Supervisor,5002.93,24,13,4.93,3.38,0,2012-12-18
539,Desiree Davis,Jordanian,Operations,Coordinator,26537.29,23,7,4.09,4.77,0,2018-08-10
540,Victor Molina,Filipino,Management,General Manager,25056.46,24,19,2.84,1.62,1,2006-07-29
541,Lisa Rodriguez,American,Sales,Sales Executive,10032.87,47,10,3.28,1.87,1,2015-12-06
542,William Lutz,British,Customer Service,CS Representative,15542.72,28,23,3.38,2.2,0,2002-08-02
543,Autumn Mitchell,Lebanese,Finance,Financial Analyst,20372.42,49,25,2.67,4.47,0,2001-01-28
544,Derrick Wolfe,Filipino,Legal,Legal Officer,23715.25,24,2,2.28,3.26,0,2023-05-27
545,Stacey Smith,Filipino,Finance,CFO,35068.41,47,22,4.88,4.01,0,2004-04-07
546,Jeffrey Jenkins,Egyptian,Sales,Sales Executive,11884.41,43,13,1.33,3.29,1,2012-10-29
547,Ryan Fernandez,Lebanese,Legal,Legal Officer,29552.1,30,17,4.05,2.92,0,2008-11-01
548,Crystal Finley,Lebanese,Logistics,Logistics Coordinator,27935.73,55,20,1.98,1.29,0,2005-12-09
549,Daniel Khan,Egyptian,HR,HR Manager,18580.3,45,22,2.39,2.28,0,2004-05-11
550,Richard Brown,Filipino,Marketing,Digital Marketer,30004.35,50,20,3.49,2.76,0,2006-01-24
551,Jennifer Miller,Egyptian,Marketing,Marketing Executive,28216.55,27,5,1.45,1.22,0,2021-03-05
552,Kyle Austin,Filipino,Marketing,Marketing Executive,29519.86,41,23,2.8,1.09,1,2002-08-22
553,Sandra Clark,Emirati,Logistics,Supply Chain Analyst,22507.81,57,17,2.93,3.92,1,2008-05-30
554,Victoria Carr,Egyptian,Management,Team Lead,49241.94,38,22,1.68,2.14,0,2003-07-12
555,Chase Moore,Bangladeshi,Customer Service,CS Representative,19177.65,26,21,2.55,2.09,0,2004-06-20
556,Erika Russell,Bangladeshi,Finance,CFO,40094.19,46,10,1.92,2.52,0,2016-03-31
557,Renee Johnson,Emirati,Management,General Manager,20721.34,34,18,3.0,2.83,0,2008-05-11
558,Ana Brooks,Egyptian,Logistics,Logistics Coordinator,13338.53,47,10,3.98,1.07,0,2015-11-21
559,Megan Gonzalez,Jordanian,Logistics,Supply Chain Analyst,23861.64,38,9,4.51,4.56,0,2017-05-05
560,Brittany Harris,Lebanese,Operations,Coordinator,14202.87,47,5,3.63,1.35,0,2020-06-06
561,Jennifer Marquez,Jordanian,Operations,Operations Analyst,11768.66,31,14,2.71,2.25,0,2011-10-05
562,Kathryn Daugherty,Jordanian,Operations,Operations Analyst,9325.84,56,21,3.74,1.81,1,2004-06-05
563,Kevin Smith,Pakistani,Legal,Compliance Manager,16531.86,58,25,4.67,2.27,0,2001-03-25
564,Vickie Martinez,Egyptian,IT,IT Support,10208.82,42,24,4.52,2.66,0,2001-10-10
565,Brenda Ortega,Lebanese,Operations,Operations Analyst,9157.1,23,4,4.05,3.45,1,2021-08-02
566,Jason Bryant,Lebanese,Management,VP,30009.3,23,8,2.44,3.75,1,2017-09-05
567,Sylvia Taylor,Emirati,Marketing,Brand Manager,30859.62,53,6,2.9,1.66,1,2019-10-23
568,James Thomas,Lebanese,Legal,Compliance Manager,43406.5,34,8,4.03,1.26,0,2017-10-08
569,Kristina Little,Bangladeshi,Marketing,Brand Manager,31852.43,49,15,2.62,1.17,0,2010-11-09
570,Theresa Manning,Indian,Management,VP,52175.74,56,24,3.1,4.5,0,2001-08-31
571,Stephen Herman,British,Customer Service,CS Manager,18166.7,37,2,3.07,2.58,0,2023-08-07
572,Chris Hayes,British,Finance,Finance Manager,18773.64,47,7,4.54,4.09,1,2019-02-24
573,Kathleen Wright,Indian,Management,General Manager,59846.94,31,2,2.85,3.58,1,2023-09-05
574,Kenneth Jones,Filipino,Management,VP,50516.46,47,23,2.65,2.8,0,2002-07-26
575,Mr. Robert Smith,Bangladeshi,HR,HR Officer,16074.09,32,9,3.87,1.49,1,2016-10-02
576,Robyn Hanson,Pakistani,Logistics,Supply Chain Analyst,14449.92,54,23,3.45,1.64,0,2003-05-02
577,Jason Francis,Egyptian,Management,Director,71073.71,32,22,4.48,1.72,0,2003-10-22
578,Kevin Vega,Emirati,Customer Service,CS Supervisor,14396.79,29,10,4.59,4.84,1,2016-01-12
579,Ashley Sims,American,Customer Service,CS Supervisor,13152.52,22,16,3.43,2.97,0,2009-06-19
580,Dean Smith,Jordanian,Legal,Legal Officer,13573.22,60,15,1.03,4.53,1,2010-07-05
581,Anne Crawford,Egyptian,Finance,Finance Manager,13485.48,44,6,1.15,4.42,0,2019-07-16
582,Tyler Rocha,Lebanese,HR,HR Manager,10048.85,33,2,1.65,2.14,0,2023-05-26
583,Mrs. Tiffany Moore,Indian,Customer Service,CS Supervisor,13684.49,24,24,1.37,2.2,1,2001-11-11
584,Roy Glass,Jordanian,Logistics,Logistics Coordinator,12442.32,30,3,1.49,4.44,1,2022-10-20
585,Stephen George,Lebanese,Operations,Coordinator,7396.43,58,20,3.92,3.52,0,2005-09-18
586,Tina West,Lebanese,Sales,Account Manager,27091.87,42,14,2.04,3.3,0,2012-03-16
587,Cory Jones,Egyptian,Customer Service,CS Representative,15937.77,53,17,2.97,1.72,0,2008-05-25
588,George Wang,British,Finance,Financial Analyst,8887.51,29,4,3.95,1.83,0,2021-10-19
589,Victor Ward,Egyptian,Marketing,Brand Manager,22691.63,35,12,1.05,1.8,1,2014-04-17
590,Christopher Gomez,Lebanese,Logistics,Logistics Coordinator,13126.32,22,18,1.46,2.33,1,2007-08-05
591,Katelyn Cooke,Pakistani,IT,IT Manager,22551.11,43,7,4.69,2.92,0,2019-05-02
592,Dawn Sanders,Jordanian,IT,Data Analyst,27885.34,56,21,4.58,2.85,0,2005-04-25
593,Laura Bailey,Indian,Management,General Manager,59082.85,57,24,3.14,1.83,0,2001-11-24
594,Anthony Bray,Pakistani,Sales,Account Manager,18192.03,46,1,3.51,4.37,0,2024-10-31
595,John Scott,Bangladeshi,HR,HR Director,15631.88,42,25,3.84,2.09,1,2001-01-23
596,Cynthia Smith,American,Sales,Account Manager,24328.31,33,7,1.45,4.14,0,2019-04-03
597,Ashley Neal,Egyptian,Finance,Finance Manager,41483.36,31,16,1.76,4.69,0,2009-08-27
598,Michelle Williams,British,IT,Software Engineer,44743.76,55,25,3.71,1.53,0,2000-10-01
599,Michael Gallagher,Jordanian,Finance,Finance Manager,42496.48,60,10,4.49,2.33,0,2016-03-29
600,Daniel Leach,American,Finance,Financial Analyst,36064.27,35,19,2.28,1.77,1,2006-12-11
601,Kenneth Smith,Jordanian,Sales,Sales Manager,12197.37,29,5,1.06,3.49,0,2021-02-03
602,Destiny Franklin,Jordanian,Logistics,Supply Chain Analyst,11963.15,40,11,3.3,1.69,1,2014-11-29
603,Haley Sims,Lebanese,Finance,CFO,9072.73,25,5,1.42,1.22,1,2021-02-17
604,Jordan Neal,Lebanese,Management,General Manager,35308.64,34,12,3.85,3.68,0,2013-09-25
605,Corey Mathews,Filipino,HR,HR Manager,20111.73,51,23,2.24,3.58,0,2002-09-26
606,Catherine Moore,American,IT,IT Manager,19580.16,45,20,2.57,3.8,0,2005-12-08
607,Susan Barron,Lebanese,Finance,Accountant,25587.37,44,3,2.91,4.38,0,2022-11-22
608,Lindsay Leonard,American,Logistics,Supply Chain Analyst,14925.09,28,4,2.3,3.6,0,2021-08-20
609,Lindsay Cuevas DDS,Filipino,Management,VP,30507.39,37,14,3.19,4.9,0,2011-11-29
610,Mary Mann,Lebanese,Legal,Compliance Manager,45429.7,56,19,3.78,1.69,0,2006-05-24
611,Jennifer Duncan,Indian,HR,HR Officer,23690.11,42,19,3.22,4.29,0,2006-10-28
612,Matthew Clark,Lebanese,Management,Team Lead,68291.27,42,25,2.98,3.64,1,2001-03-14
613,Jason Church,Bangladeshi,IT,Data Analyst,15117.87,56,22,2.17,3.46,1,2004-02-08
614,Peggy Choi,Emirati,Management,VP,34795.76,49,22,3.87,4.66,0,2003-07-30
615,Tammy Brady,Indian,IT,Data Analyst,11558.83,57,10,4.87,1.0,0,2015-11-19
616,Melissa Wiggins,British,Finance,Accountant,23973.47,59,8,2.58,2.27,0,2017-11-06
617,Melody Pennington,Egyptian,IT,IT Support,14701.82,57,16,2.54,4.7,0,2010-03-05
618,Tammy Collins,Indian,IT,IT Support,11941.59,23,1,1.58,4.54,0,2025-03-10
619,Anita Morales,Jordanian,Legal,Compliance Manager,50211.21,60,15,4.72,3.49,0,2010-10-17
620,Thomas Davies,Jordanian,Legal,Compliance Manager,20158.34,49,12,3.42,3.31,0,2014-01-20
621,Michael Vega,Lebanese,Legal,Compliance Manager,35935.86,24,18,4.91,3.27,0,2008-03-26
622,Christopher Hunter,Jordanian,HR,HR Officer,27445.19,55,5,4.93,4.93,0,2020-09-23
623,Joel Davis,Jordanian,Logistics,Warehouse Manager,7945.82,52,20,3.52,3.65,0,2005-06-07
624,Michelle Floyd,Lebanese,Sales,Account Manager,8741.55,43,20,3.14,1.04,0,2005-09-25
625,Renee Sanchez,Lebanese,Marketing,Brand Manager,16881.61,40,14,2.16,1.14,0,2011-12-18
626,Kayla Flores,Emirati,Finance,Finance Manager,25506.94,32,21,3.29,3.63,0,2004-07-08
627,Christy Taylor,Egyptian,Customer Service,CS Supervisor,6902.32,26,3,4.41,2.11,1,2022-12-27
628,Javier Sandoval,Pakistani,Finance,Finance Manager,12127.33,33,24,4.64,3.96,0,2001-11-16
629,Matthew Brown,Lebanese,Operations,Operations Analyst,10339.42,55,16,4.45,2.37,1,2010-03-09
630,Kristen Alexander,Lebanese,Customer Service,CS Manager,19903.78,46,25,1.95,2.76,0,2001-02-06
631,Regina Anderson,Jordanian,Marketing,Marketing Executive,24983.31,29,2,1.21,2.86,0,2023-09-18
632,Ian Faulkner,American,Legal,Compliance Manager,41752.35,52,22,2.05,3.12,0,2003-12-28
633,Carolyn Edwards,Lebanese,Marketing,Digital Marketer,26120.54,24,17,1.39,3.13,0,2008-10-13
634,Corey Holland,Filipino,Sales,Account Manager,15920.76,28,11,2.02,3.34,1,2014-06-10
635,Anna Anderson,Emirati,Management,Team Lead,27670.17,43,25,3.71,4.97,1,2001-05-19
636,Kevin Moses,Filipino,Finance,Financial Analyst,11614.85,28,14,3.74,2.41,0,2012-01-14
637,Samantha Odonnell,Indian,Finance,Financial Analyst,11401.83,60,20,3.63,4.34,0,2005-07-01
638,William Stanton,Egyptian,HR,Recruiter,10637.4,58,20,4.21,1.74,1,2006-02-18
639,Caleb Hatfield,Bangladeshi,Customer Service,CS Supervisor,19042.73,51,22,4.69,2.11,0,2003-06-17
640,Sean Bean,Pakistani,IT,IT Manager,12033.88,25,25,2.53,2.33,1,2001-01-09
641,Calvin Patterson,Jordanian,HR,HR Director,34423.82,34,16,3.44,1.71,0,2010-03-10
642,Samuel Arnold,Egyptian,Operations,Operations Manager,21440.12,50,20,3.86,1.41,1,2005-08-04
643,Robert Huber,Bangladeshi,Finance,CFO,13507.61,22,16,4.73,3.66,1,2009-05-29
644,Heather Aguirre,Jordanian,Management,General Manager,48499.9,53,1,2.91,2.62,0,2025-04-13
645,Andrea Mills,Egyptian,Finance,CFO,43303.75,52,13,1.48,3.14,0,2012-12-02
646,Nathan Gilbert,Egyptian,Finance,Accountant,44889.58,27,21,2.46,4.41,0,2004-09-30
647,Andrea Hester,Bangladeshi,IT,IT Manager,10612.58,46,18,3.64,2.2,1,2008-03-29
648,Corey Berg,Filipino,HR,HR Director,19263.54,34,21,1.56,1.77,0,2004-07-24
649,Marcus Flores,Emirati,Legal,Compliance Manager,45673.26,41,3,3.0,4.86,0,2023-05-11
650,Christopher Murray,American,Finance,Accountant,37147.81,24,11,2.62,1.85,0,2014-08-27
651,Courtney Day,Emirati,Management,General Manager,75113.03,24,8,3.94,2.96,1,2017-07-08
652,Mark Hernandez,Pakistani,IT,Software Engineer,16062.21,25,1,4.62,4.28,1,2024-07-10
653,Teresa Crawford,British,HR,Recruiter,20920.02,36,4,1.25,1.81,1,2021-06-06
654,Keith Colon,Lebanese,HR,HR Manager,23127.08,30,22,2.29,4.86,1,2004-04-30
655,Anthony Kelly,American,Marketing,Marketing Executive,10380.87,31,3,4.03,1.67,1,2023-02-24
656,Thomas Stafford,Emirati,Management,General Manager,23669.11,46,2,4.11,1.06,0,2024-05-15
657,Kathleen Evans,Pakistani,HR,HR Manager,25249.16,40,23,2.66,4.23,0,2002-06-04
658,Kathryn Zimmerman,Lebanese,IT,IT Support,20108.94,50,21,2.65,4.75,0,2005-05-04
659,Jennifer Morgan,Jordanian,Customer Service,CS Representative,19254.47,41,20,2.39,1.02,1,2006-03-24
660,Ashley Bates,Egyptian,Management,Team Lead,71077.52,56,12,3.03,2.86,0,2014-02-04
661,Ricardo Walker,Bangladeshi,Operations,Operations Manager,25118.71,52,4,2.99,1.64,0,2022-04-22
662,Julie Lindsey,Pakistani,Operations,Operations Analyst,12033.16,51,14,1.17,3.96,0,2012-02-21
663,Gloria Hays,Bangladeshi,Customer Service,CS Representative,6740.98,37,17,3.89,3.37,1,2009-02-10
664,Edward Parks,Indian,HR,HR Director,13377.9,37,11,3.95,4.48,0,2015-01-29
665,David Robles,Bangladeshi,Management,General Manager,18532.06,49,16,1.58,4.71,1,2009-11-05
666,Margaret Moore,Lebanese,Customer Service,CS Representative,7912.32,44,24,4.9,1.81,1,2001-06-04
667,Carol Huber,Lebanese,Sales,Sales Executive,10666.61,51,5,2.83,1.68,1,2020-12-19
668,David Miller,Filipino,Management,VP,52577.89,57,6,4.42,1.35,0,2019-09-12
669,Kristi Espinoza,Filipino,Customer Service,CS Manager,5217.56,49,9,3.94,1.99,1,2016-07-28
670,Traci Patterson,Emirati,IT,IT Manager,45828.32,48,19,4.92,1.16,0,2006-09-07
671,Jacob Obrien,British,Logistics,Logistics Coordinator,16543.93,28,13,2.81,1.96,0,2013-05-15
672,Kathleen Le,Lebanese,IT,Software Engineer,21127.41,27,12,1.06,3.68,1,2013-09-28
673,George Scott,Emirati,Customer Service,CS Manager,16577.53,47,15,1.74,4.49,0,2010-05-27
674,Joseph Williams,Lebanese,HR,HR Manager,32016.16,43,13,3.12,2.19,0,2012-05-29
675,Amy Myers,Indian,HR,HR Director,31663.72,25,20,3.06,4.64,0,2006-04-27
676,Christopher Orozco,Filipino,Marketing,Marketing Executive,24335.74,45,15,2.47,3.59,0,2010-08-08
677,Casey Zavala,Filipino,Marketing,Digital Marketer,22109.75,52,8,3.95,4.01,0,2017-05-26
678,Anita Ramirez,Bangladeshi,Operations,Operations Manager,14465.08,39,11,3.01,2.69,1,2014-11-12
679,Denise Kelly,American,Customer Service,CS Manager,12900.24,29,17,2.88,3.13,0,2008-12-24
680,Elizabeth Baxter,Pakistani,Marketing,Brand Manager,33470.23,26,22,1.75,4.54,1,2003-11-05
681,Elizabeth Matthews,Emirati,HR,Recruiter,11613.45,29,4,3.79,2.99,0,2021-08-26
682,Robert Holmes,Egyptian,Legal,Legal Officer,34364.57,30,22,2.9,2.68,0,2004-05-13
683,Stephanie Huang,Bangladeshi,HR,Recruiter,31410.22,36,1,4.34,3.08,0,2024-07-26
684,Jose Garcia,Egyptian,Customer Service,CS Representative,14987.83,55,19,4.37,2.78,0,2007-03-17
685,Sandy Williams,Pakistani,Sales,Account Manager,22980.02,40,8,4.08,1.19,0,2017-09-29
686,Robert Gregory,Pakistani,IT,IT Support,30947.98,33,23,4.89,4.36,0,2002-06-17
687,Barry Rogers,Jordanian,Operations,Coordinator,6987.63,42,4,3.3,2.76,0,2022-02-03
688,Zachary Cooke,Egyptian,Finance,Financial Analyst,19726.92,44,22,1.59,2.79,0,2003-08-24
689,Jacob Cowan,Jordanian,Finance,Finance Manager,42449.55,31,13,4.79,4.71,0,2012-08-15
690,Tony Rich,Bangladeshi,Sales,Account Manager,36567.26,58,16,3.67,4.2,0,2009-10-08
691,Elizabeth White,Lebanese,HR,HR Manager,20411.47,24,24,1.56,3.2,0,2001-10-31
692,Ryan Kelly,Filipino,Customer Service,CS Representative,6387.22,25,12,3.43,1.78,0,2013-12-30
693,Kristi Alvarado,Lebanese,HR,HR Officer,30784.64,27,18,4.9,2.58,0,2007-07-19
694,Nicole French,Egyptian,Marketing,Brand Manager,11142.49,49,13,2.48,2.49,1,2012-11-23
695,Mrs. Jennifer Lee DVM,British,Logistics,Warehouse Manager,10745.29,50,3,3.97,2.66,0,2023-02-25
696,Jennifer Cabrera,Bangladeshi,Legal,Legal Officer,47598.02,60,5,1.34,1.83,0,2020-08-24
697,Dr. Robert Sloan Jr.,American,Management,General Manager,39425.21,22,25,2.64,4.66,0,2000-08-13
698,Kevin Davis,Egyptian,Operations,Operations Manager,25974.81,40,6,3.22,1.17,0,2019-07-25
699,Christopher Dixon,American,Logistics,Logistics Coordinator,16195.94,23,24,4.16,1.62,0,2001-07-01
700,Danielle Mcdonald,Lebanese,Sales,Account Manager,12919.29,37,14,1.11,4.06,1,2012-04-17
701,Erica Velasquez,Indian,Marketing,Brand Manager,20453.61,49,19,4.47,3.51,0,2006-06-02
702,Chris Palmer,Pakistani,Logistics,Supply Chain Analyst,18655.8,38,24,1.65,1.23,1,2001-06-04
703,John Thompson,Jordanian,IT,Software Engineer,20179.48,48,2,3.54,4.82,1,2023-12-21
704,Debra Evans,Bangladeshi,Logistics,Warehouse Manager,22861.73,33,7,4.06,3.4,0,2018-12-06
705,Kathleen Neal,Pakistani,Sales,Account Manager,29619.64,45,9,1.38,3.32,0,2017-05-14
706,Ashley Ortiz,Jordanian,Sales,Sales Executive,32700.66,48,12,2.36,4.64,1,2014-03-03
707,Joshua Campbell,British,Operations,Operations Manager,20722.28,55,18,4.38,3.85,0,2008-03-25
708,Anthony Edwards,Lebanese,HR,Recruiter,29927.65,23,4,2.92,2.25,0,2021-10-05
709,Katherine Young,Egyptian,IT,IT Support,21492.05,29,23,1.89,4.43,1,2003-01-28
710,Jessica Ford,British,Operations,Operations Analyst,29546.63,49,5,3.76,4.14,1,2020-09-14
711,Cynthia Cabrera,Indian,Operations,Operations Manager,6787.03,54,4,3.37,2.88,0,2022-04-27
712,Tammy Calderon,Bangladeshi,Finance,Financial Analyst,11570.63,29,25,4.68,1.82,0,2001-02-19
713,Michael Reed,Lebanese,HR,HR Manager,30684.12,39,5,4.8,2.39,1,2020-09-05
714,Michael Miller,Pakistani,Logistics,Warehouse Manager,7503.41,59,19,4.05,3.12,0,2006-12-30
715,Jennifer Short,Lebanese,Finance,Accountant,11651.37,35,24,4.68,4.41,0,2001-06-01
716,Karen Wood,Filipino,Customer Service,CS Supervisor,19366.22,33,22,4.34,4.93,0,2003-09-03
717,Michelle Martin,Egyptian,HR,HR Officer,34569.16,29,25,2.86,3.08,0,2000-11-21
718,Eric Martinez,Filipino,HR,HR Director,20823.96,46,11,2.13,3.4,0,2014-10-06
719,Lori Walker,Pakistani,Sales,Sales Executive,13229.9,26,14,4.58,4.21,0,2011-11-15
720,Steven Evans,British,Customer Service,CS Manager,6577.58,50,22,3.09,3.71,1,2003-11-03
721,Sonia Reese,British,Management,Team Lead,63193.09,32,4,1.26,4.9,0,2021-07-19
722,Melissa Miller,British,Operations,Operations Manager,23404.81,39,14,4.06,4.06,0,2011-06-27
723,Anita Glenn,Indian,Customer Service,CS Representative,14047.48,47,22,4.95,3.05,1,2003-10-04
724,Jessica Mitchell,Emirati,Sales,Sales Executive,23410.03,30,16,1.12,3.95,0,2009-09-09
725,Emily Walker,Jordanian,Legal,Compliance Manager,40564.2,31,20,2.21,3.49,0,2005-06-19
726,Justin Butler,Jordanian,Customer Service,CS Representative,9403.44,53,7,2.96,2.05,1,2018-08-17
727,Daniel Knapp,Emirati,Finance,Financial Analyst,40564.65,29,14,2.53,2.26,0,2011-09-29
728,Clarence Fox,British,IT,IT Manager,36035.85,41,18,4.54,1.66,0,2007-12-15
729,Jerome Jordan,Jordanian,HR,HR Officer,25900.69,57,19,3.74,3.29,0,2007-03-04
730,Richard Bolton,Emirati,Legal,Legal Officer,32261.1,46,9,3.47,2.41,0,2016-12-07
731,Daniel Reynolds,Bangladeshi,Management,VP,23332.87,45,2,2.4,3.97,1,2023-07-03
732,Jill Keith,Egyptian,HR,HR Officer,16664.0,44,14,2.65,1.23,1,2012-01-22
733,Shelby Long,Lebanese,HR,HR Director,10205.2,32,10,1.08,2.3,1,2015-10-17
734,Priscilla Graham,Lebanese,Sales,Sales Executive,29966.63,59,1,1.09,2.27,0,2024-12-04
735,Bradley Riley,Pakistani,Customer Service,CS Manager,15362.96,35,4,2.34,3.01,0,2021-11-27
736,Kristina Foster,Filipino,Sales,Sales Manager,38991.12,34,12,2.99,4.39,0,2013-08-20
737,Sheila Nelson,Lebanese,Sales,Sales Executive,16811.57,58,2,2.61,1.9,0,2024-04-01
738,Matthew Rice,Egyptian,Management,Director,32768.72,58,11,4.2,2.9,1,2015-04-12
739,Mr. Mark Arnold PhD,Jordanian,Legal,Legal Officer,34297.64,34,22,2.66,2.01,0,2003-06-15
740,Sherry Carson,Egyptian,Finance,CFO,34023.27,33,21,3.31,1.85,0,2004-09-26
741,Mary Chandler,Egyptian,Management,VP,55739.3,55,24,1.8,2.85,1,2001-06-08
742,Christine Fernandez,Pakistani,Legal,Compliance Manager,48708.37,26,11,3.54,4.38,0,2014-12-26
743,Mark Harper,American,Management,VP,41381.29,29,8,1.6,1.11,0,2017-12-13
744,Denise Oconnell,Jordanian,Logistics,Logistics Coordinator,15284.42,24,14,1.81,2.09,1,2011-12-31
745,Jessica Porter,Indian,Finance,CFO,25976.15,23,24,1.22,4.59,0,2001-12-23
746,Linda Sanders,Indian,Marketing,Digital Marketer,25408.06,27,22,2.59,4.36,0,2004-01-24
747,Cory Clark,Filipino,Logistics,Warehouse Manager,17483.07,59,4,4.8,4.73,0,2022-04-03
748,Kathy Mayer,British,HR,HR Manager,29587.24,43,25,4.33,3.95,0,2001-01-24
749,Kevin Curry,Jordanian,IT,Data Analyst,16181.32,39,4,2.76,2.02,0,2021-09-10
750,Johnny Thompson,Bangladeshi,HR,HR Director,22280.86,52,11,3.73,4.85,0,2015-03-08
751,Jasmine Scott,Filipino,Marketing,Brand Manager,7590.08,60,10,1.14,3.96,0,2016-04-23
752,Danny Roberts,American,Logistics,Supply Chain Analyst,12803.91,45,13,4.61,3.74,0,2013-01-20
753,Dustin Palmer,Filipino,Finance,Accountant,42317.77,38,13,2.2,4.75,0,2012-12-20
754,Jennifer Holloway,American,Customer Service,CS Manager,9757.77,48,21,4.16,2.1,1,2004-09-14
755,Marisa Lindsey,British,Legal,Legal Counsel,42282.37,28,11,4.3,3.79,0,2014-11-22
756,John Stanley,Pakistani,Logistics,Logistics Coordinator,13188.9,23,24,4.05,3.57,0,2001-10-09
757,James Farrell,Pakistani,Legal,Legal Counsel,38273.33,42,7,3.3,1.44,1,2018-05-20
758,Lauren Miller,Filipino,Legal,Legal Officer,30317.05,30,11,2.04,3.75,0,2014-12-28
759,Donna Dean,Jordanian,Legal,Legal Counsel,18185.02,46,12,4.78,4.54,1,2014-05-10
760,Ashley Owens,Emirati,Management,VP,29865.97,27,21,4.9,1.79,0,2005-02-26
761,Nicole Sanchez,Emirati,Management,VP,54025.53,31,14,1.36,2.47,0,2012-03-22
762,Christopher Rivas,Egyptian,Customer Service,CS Manager,12412.24,36,22,3.85,1.76,0,2004-01-08
763,Lisa Delgado,Filipino,Customer Service,CS Supervisor,6952.99,35,13,3.4,4.98,1,2012-06-09
764,Haley Nichols,Bangladeshi,IT,IT Manager,41491.0,23,14,2.16,2.05,0,2012-01-15
765,Melissa Hill,British,HR,Recruiter,20128.69,42,1,4.9,2.59,0,2024-11-03
766,Samuel Hayes,Lebanese,HR,HR Officer,22596.0,25,4,2.33,1.94,0,2021-07-13
767,Michelle Martin,Emirati,Finance,Accountant,26668.05,46,9,2.21,2.58,0,2016-08-07
768,Richard Brown,British,Sales,Sales Executive,23623.64,43,6,4.51,1.53,0,2019-08-22
769,Destiny Sanchez,British,Sales,Sales Manager,17337.9,30,4,3.0,4.89,0,2021-11-16
770,Zachary Roberts,Pakistani,Sales,Account Manager,34376.44,38,20,3.07,2.74,0,2005-09-14
771,Alexis Brooks,American,Customer Service,CS Supervisor,7833.8,25,2,1.92,1.14,1,2023-05-23
772,Jonathan Barrett,Pakistani,HR,HR Officer,8142.17,44,16,4.96,3.24,0,2010-03-26
773,Alexander Simmons,Lebanese,Marketing,Digital Marketer,12704.54,40,3,1.72,1.67,1,2022-12-31
774,Beth Wright,Filipino,Management,VP,52930.58,22,7,3.1,3.28,0,2019-04-11
775,Erica Todd,Pakistani,HR,HR Officer,7726.94,29,11,2.58,3.36,0,2014-12-07
776,Jennifer Hanson,Bangladeshi,HR,HR Officer,30259.58,52,15,2.82,4.82,0,2011-05-20
777,Thomas Ortiz,Bangladeshi,Management,Team Lead,36119.51,58,15,1.52,4.45,0,2010-12-29
778,Regina Lewis,Indian,HR,HR Officer,33653.21,46,18,1.37,2.02,1,2007-10-31
779,Mariah Evans PhD,Egyptian,Operations,Operations Manager,15324.07,47,6,2.14,4.01,0,2020-03-19
780,Justin Tate,Bangladeshi,Legal,Legal Counsel,46285.89,41,24,4.61,3.41,0,2002-04-05
781,Marc Garcia,Bangladeshi,Operations,Coordinator,16690.62,46,16,2.91,3.25,0,2009-10-18
782,John Willis,Pakistani,IT,IT Manager,34858.14,27,14,1.16,2.37,0,2012-01-28
783,Tiffany Rodriguez,Egyptian,Logistics,Logistics Coordinator,20238.96,27,21,2.16,2.75,0,2004-09-21
784,Thomas Gomez,Emirati,IT,Software Engineer,46019.05,37,22,3.09,2.18,1,2004-04-14
785,Patrick Robbins,Lebanese,Logistics,Logistics Coordinator,15086.43,51,14,3.64,3.27,0,2012-01-12
786,James Patel,British,Logistics,Warehouse Manager,8506.58,51,1,1.72,1.73,1,2025-04-06
787,Taylor Weaver,Pakistani,Sales,Sales Executive,26377.88,51,11,4.03,2.8,0,2014-11-28
788,Brian Avery,Emirati,IT,IT Manager,39628.2,60,3,2.04,3.69,0,2023-05-10
789,Christina Warren,American,HR,Recruiter,11808.59,52,1,2.84,2.62,0,2024-07-14
790,Angela Shields,Indian,Management,Team Lead,38447.37,47,20,4.22,1.35,1,2006-02-15
791,Michael Johnson,Filipino,Operations,Operations Analyst,11021.51,31,1,3.6,2.74,0,2024-08-16
792,Shawn Huber,American,Sales,Sales Manager,22293.04,52,25,2.69,1.47,0,2000-05-30
793,Kelly Miller,Emirati,Customer Service,CS Supervisor,17896.95,59,1,1.97,2.18,0,2024-10-30
794,Marcia Palmer,Jordanian,Finance,Finance Manager,31325.17,49,4,4.92,4.39,0,2021-07-18
795,Alicia Moore,Filipino,Finance,Financial Analyst,22788.17,54,16,3.36,3.45,0,2009-09-15
796,Robert Carroll,Indian,Logistics,Supply Chain Analyst,15284.1,42,1,3.21,2.07,0,2024-09-18
